ID,quote,Author
1461,"“To wake up at the exact time, to be aggressive in a fight, to distribute gains fairly among relations, and to earn one’s food by personal exertion, these four qualities should be learnt from a cock.”","
    Rajen Jani,
  "
1462,"“To have sexual intercourse in privacy, to remain aware every moment, to store items effectively, to remain cautious, and to not trust anyone, these five qualities should be learnt from a crow.”","
    Rajen Jani,
  "
1463,"“To possess a great appetite, to remain content with little food, to enjoy deep slumber, to wake up instantly at the slightest noise, to be totally devoted to one’s master, and to be brave, these six qualities should be learnt from a dog.”","
    Rajen Jani,
  "
1464,"“Being extremely tired yet to go on carrying the load, paying no attention to cold or heat, and to remain always content, these three qualities should be learnt from a donkey.”","
    Rajen Jani,
  "
1465,"“An intelligent man should not reveal his loss of wealth, his mental vexation, his having an adulterous wife, his being insulted by others, and his disgrace at the hands of others.”","
    Rajen Jani,
  "
1466,"“In matters of money, in usage of food items, in accumulation of knowledge, in eating, and in behaviour, one who discards shyness, becomes happy.”","
    Rajen Jani,
  "
1467,"“Those who are satiated with the nectar of contentment, experience such happiness and peace, which cannot be experienced by persons who out of greed for wealth, run around here and there.”","
    Rajen Jani,
  "
1468,"“One should remain content with one’s own wife, self-earned food and wealth; but one should not remain content in these three: learning, chanting the name of God, and charity.”","
    Rajen Jani,
  "
1469,“Do not pass between two Brahmins; a Brahmin and a sacrificial fire; a husband and a wife; an employer and his employee; a plough and an ox.”,"
    Rajen Jani,
  "
1470,"“Do not let your feet touch fire, a Guru, or a Brahmin, and it also should not touch a cow, a virgin girl, an aged person, or a child.”","
    Rajen Jani,
  "
1471,"“Alone for performing austerities, two for studying, three for singing, four for journey, five for agriculture, and many for war.”","
    Rajen Jani,
  "
1472,"“She is a wife who is pure and competent, she is a wife who remains faithful to her husband, she is a wife whom the husband loves, she is a wife who speaks truthfully.”","
    Rajen Jani,
  "
1473,"“Without a son, a house is empty; directions are empty without relations; a fool’s heart is empty; absolutely empty is poverty.”","
    Rajen Jani,
  "
1474,"“Without its application, knowledge is poison; in stomach troubles, food is poison; in poverty, a social gathering is poison; in old age, a young woman is poison.”","
    Rajen Jani,
  "
1475,"“Discard the religion that shows no mercy, discard the Guru who is without knowledge, discard the wife who has an angry mouth, discard the relative who has no affection.”","
    Rajen Jani,
  "
1476,"“Travel ages the body, mountains by water are aged, lack of sexual intercourse ages a woman, clothes by heat are aged.”","
    Rajen Jani,
  "
1477,"“By keeping senses under his control, a learned man, the knower of the strengths of place and time, with his speech, can accomplish all types of work.”","
    Rajen Jani,
  "
1478,“What to do at which time? Who is a friend? What type of a place is this? What is income and what is expense? What am I? What are my strengths and weaknesses? Deeply think again and again.”,"
    Rajen Jani,
  "
1479,“Fire is the god for the Brahmin; the heart is the god for the devotee; the idol is the god for the less intelligent; everywhere is god for one who sees equality.”,"
    Rajen Jani,
  "
1480,"“The fire is the Guru for the twice-born; for all colours, the Brahmin is the Guru; the husband is the Guru for the wife; and for all, the guest is the Guru.”","
    Rajen Jani,
  "
1481,"“By four ways is gold tested: rubbing, cutting, heating, and beating; likewise, by four ways is a man tested: his renunciation, his behaviour, his qualities, and his actions.”","
    Rajen Jani,
  "
1482,"“The fearful may be feared, until it has not arrived; once it arrives, from all sides attack it doubtlessly.”","
    Rajen Jani,
  "
1483,"“Born from the same womb and under the same constellation, yet do not become alike in character; likewise, the Badari tree’s thorns.”","
    Rajen Jani,
  "
1484,"“The renunciate is no authority on worldly matters, the non-lecherous does not love decorating himself, the non-expert cannot speak delightfully, the outspoken is not competent as a crook.”","
    Rajen Jani,
  "
1485,"“The fool envies the learned, the poor envies the rich, the kept-woman envies the family woman, the widow envies the married.”","
    Rajen Jani,
  "
1486,"“By laziness, the usefulness of knowledge is damaged; by others controlling one’s own wealth, the convenience of wealth is damaged; by sowing little seed, the field is damaged; by having no commander, the army is damaged.”","
    Rajen Jani,
  "
1487,"“Practice reveals knowledge, conduct reveals lineage, qualities reveal virtue, eyes reveal anger.”","
    Rajen Jani,
  "
1488,"“Wealth protects religion, application protects knowledge, gentleness protects a king, a good woman protects a home.”","
    Rajen Jani,
  "
1489,"“Unnecessarily disrespecting the knowledge of the Vedas, unnecessarily devaluing the expertise of the Shastras, unnecessarily deriding men of peaceful disposition; such people come to sorrow unnecessarily.”","
    Rajen Jani,
  "
1490,"“Charity destroys poverty, righteous conduct destroys misery, awareness destroys ignorance, feeling destroys fear.”","
    Rajen Jani,
  "
1491,"“No disease like lust, no enemy like attachment, no fire like anger, no happiness like highest knowledge.”","
    Rajen Jani,
  "
1492,"“Birth and death are faced alone, reaped alone are good and bad deeds, to hell descends one alone, alone one ascends to the highest heaven.”","
    Rajen Jani,
  "
1493,"“Insignificant is heaven to knowers of Brahma, insignificant is life to the brave, insignificant are women to the conqueror of senses, insignificant is the world to the unattached.”","
    Rajen Jani,
  "
1494,"“Knowledge is a friend during a journey, a wife is a friend in the house, medicine is a friend in sickness, righteousness is a friend in death.”","
    Rajen Jani,
  "
1495,"“Useless is rain to the sea, useless is food to the satiated, useless is a donation to the rich, and useless is a lamp to the sun.”","
    Rajen Jani,
  "
1496,"“No water like rainwater, no strength like Atma, no light like eyes, and no beloved like food.”","
    Rajen Jani,
  "
1497,"“The poor desire wealth, the four-footed desire speech, humans desire heaven, and the gods desire liberation.”","
    Rajen Jani,
  "
1498,"“Truth supports the earth, truth heats the sun, truth blows the wind, everything on truth is established.”","
    Rajen Jani,
  "
1499,"“Moving is Lakshmi, and the moving Prana also moves from one alive temple to another, in this moving-unmoving world, Dharma alone is unmoving.”","
    Rajen Jani,
  "
1500,"“Among men, the barber is cunning; among birds, the crow; among the four-footed, the jackal; among women, cunning is the flower-girl.”","
    Rajen Jani,
  "
1501,"“For a daughter, marriage in a good family should be arranged; for a son, a sound education should be arranged; for an enemy, addictions should be arranged; for a friend, righteous works should be arranged.”","
    Rajen Jani,
  "
1502,"“Between an evil person and a snake, a snake is better and not an evil person; for a snake strikes only when it is fated, but an evil person strikes at every step.”","
    Rajen Jani,
  "
1503,"“The reason why kings gather around themselves persons of noble lineage, is because such persons do not leave the king in the beginning, middle, or the end.”","
    Rajen Jani,
  "
1504,"“At the time of destruction, the oceans transgress their limits and seek to come apart, but even at that time, a saint neither transgresses his limits nor does he come apart.”","
    Rajen Jani,
  "
1505,"“A fool should be kept afar, for he is a mere two-legged beast, whose inappropriate sharp words pierces like an unseen thorn.”","
    Rajen Jani,
  "
